date,description,amount,running_balance,currency,bank_name,account_number,sort_code,account_name
2024-06-10,TFL BUS JOURNEY,-1.76,3986.0,GBP,NIMOB,46110026,93-86-07,Main Current Account
2024-06-11,CONTRACT PAY,673.19,4659.19,GBP,NIMOB,46110026,93-86-07,Main Current Account
2024-06-11,DELIVEROO TAKEAWAY,-16.73,4642.46,GBP,NIMOB,46110026,93-86-07,Main Current Account
2024-06-11,TFL BUS JOURNEY,-1.76,4640.7,GBP,NIMOB,46110026,93-86-07,Main Current Account
2024-06-11,TFL BUS JOURNEY,-1.76,4638.94,GBP,NIMOB,46110026,93-86-07,Main Current Account
2024-06-14,NEIGHBOURHOOD PUB,-32.13,4606.81,GBP,NIMOB,46110026,93-86-07,Main Current Account
2024-06-14,TFL BUS JOURNEY,-1.76,4605.05,GBP,NIMOB,46110026,93-86-07,Main Current Account
2024-06-14,TFL BUS JOURNEY,-1.76,4603.29,GBP,NIMOB,46110026,93-86-07,Main Current Account
2024-06-15,CITY WATER,-32.92,4570.37,GBP,NIMOB,46110026,93-86-07,Main Current Account
2024-06-15,LIDL MARKET,-85.2,4485.17,GBP,NIMOB,46110026,93-86-07,Main Current Account
2024-06-15,ONLINE SHOP,-107.08,4378.09,GBP,NIMOB,46110026,93-86-07,Main Current Account
2024-06-16,NEWS MEMBERSHIP,-8.53,4369.56,GBP,NIMOB,46110026,93-86-07,Main Current Account
2024-06-17,TFL BUS JOURNEY,-1.76,4367.8,GBP,NIMOB,46110026,93-86-07,Main Current Account
2024-06-17,TFL BUS JOURNEY,-1.76,4366.04,GBP,NIMOB,46110026,93-86-07,Main Current Account
2024-06-18,TFL BUS JOURNEY,-1.76,4364.28,GBP,NIMOB,46110026,93-86-07,Main Current Account
2024-06-18,TFL BUS JOURNEY,-1.76,4362.52,GBP,NIMOB,46110026,93-86-07,Main Current Account
2024-06-19,CONTRACT PAY,186.55,4549.07,GBP,NIMOB,46110026,93-86-07,Main Current Account
2024-06-19,SAINSBURY STORE,-10.97,4538.1,GBP,NIMOB,46110026,93-86-07,Main Current Account
2024-06-20,FREELANCE CREDIT,360.19,4898.29,GBP,NIMOB,46110026,93-86-07,Main Current Account
2024-06-20,BROADBAND SERVICE,-25.76,4872.53,GBP,NIMOB,46110026,93-86-07,Main Current Account
2024-06-20,TESCO SUPERMARKET,-18.98,4853.55,GBP,NIMOB,46110026,93-86-07,Main Current Account
2024-06-20,NEIGHBOURHOOD PUB,-41.99,4811.56,GBP,NIMOB,46110026,93-86-07,Main Current Account
2024-06-20,TFL RAIL TRAVEL,-4.62,4806.94,GBP,NIMOB,46110026,93-86-07,Main Current Account
2024-06-21,TFL BUS JOURNEY,-1.76,4805.18,GBP,NIMOB,46110026,93-86-07,Main Current Account
2024-06-21,TFL BUS JOURNEY,-1.76,4803.42,GBP,NIMOB,46110026,93-86-07,Main Current Account
2024-06-22,MOBILE NETWORK,-18.71,4784.71,GBP,NIMOB,46110026,93-86-07,Main Current Account
2024-06-24,CONTRACT PAY,456.34,5241.05,GBP,NIMOB,46110026,93-86-07,Main Current Account
2024-06-24,TESCO SUPERMARKET,-86.66,5154.39,GBP,NIMOB,46110026,93-86-07,Main Current Account
2024-06-24,TFL RAIL TRAVEL,-9.24,5145.15,GBP,NIMOB,46110026,93-86-07,Main Current Account
2024-06-27,TESCO SUPERMARKET,-12.12,5133.03,GBP,NIMOB,46110026,93-86-07,Main Current Account
2024-06-27,TFL BUS JOURNEY,-1.76,5131.27,GBP,NIMOB,46110026,93-86-07,Main Current Account
2024-06-27,TFL BUS JOURNEY,-1.76,5129.51,GBP,NIMOB,46110026,93-86-07,Main Current Account
2024-06-27,TRANSFER TO SAVINGS,-436.0,4693.51,GBP,NIMOB,46110026,93-86-07,Main Current Account
2024-06-30,LIDL MARKET,-54.23,4639.28,GBP,NIMOB,46110026,93-86-07,Main Current Account
2024-06-30,SAINSBURY STORE,-15.22,4624.06,GBP,NIMOB,46110026,93-86-07,Main Current Account
2024-07-01,HOME RENT PAYMENT,-719.73,3904.33,GBP,NIMOB,46110026,93-86-07,Main Current Account
2024-07-05,TESCO SUPERMARKET,-57.63,3846.7,GBP,NIMOB,46110026,93-86-07,Main Current Account
2024-07-05,LOCAL CAFE,-23.73,3822.97,GBP,NIMOB,46110026,93-86-07,Main Current Account
2024-07-05,TFL RAIL TRAVEL,-9.24,3813.73,GBP,NIMOB,46110026,93-86-07,Main Current Account
2024-07-06,ALDI GROCERIES,-30.53,3783.2,GBP,NIMOB,46110026,93-86-07,Main Current Account
2024-07-06,LOCAL CAFE,-23.65,3759.55,GBP,NIMOB,46110026,93-86-07,Main Current Account
2024-07-06,NEIGHBOURHOOD PUB,-10.3,3749.25,GBP,NIMOB,46110026,93-86-07,Main Current Account
2024-07-06,DELIVEROO TAKEAWAY,-7.73,3741.52,GBP,NIMOB,46110026,93-86-07,Main Current Account
2024-07-07,NIMO ENERGY,-76.05,3665.47,GBP,NIMOB,46110026,93-86-07,Main Current Account
2024-07-07,ALDI GROCERIES,-30.7,3634.77,GBP,NIMOB,46110026,93-86-07,Main Current Account
2024-07-08,LIDL MARKET,-45.54,3589.23,GBP,NIMOB,46110026,93-86-07,Main Current Account
2024-07-09,CONTRACT PAY,711.41,4300.64,GBP,NIMOB,46110026,93-86-07,Main Current Account
2024-07-09,FREELANCE CREDIT,791.27,5091.91,GBP,NIMOB,46110026,93-86-07,Main Current Account
2024-07-09,GYM MEMBERSHIP,-30.12,5061.79,GBP,NIMOB,46110026,93-86-07,Main Current Account
2024-07-09,TFL BUS JOURNEY,-1.76,5060.03,GBP,NIMOB,46110026,93-86-07,Main Current Account
2024-07-09,TFL BUS JOURNEY,-1.76,5058.27,GBP,NIMOB,46110026,93-86-07,Main Current Account
2024-07-10,VIDEO STREAMING,-8.03,5050.24,GBP,NIMOB,46110026,93-86-07,Main Current Account
2024-07-11,FREELANCE CREDIT,259.68,5309.92,GBP,NIMOB,46110026,93-86-07,Main Current Account
2024-07-11,TFL BUS JOURNEY,-1.76,5308.16,GBP,NIMOB,46110026,93-86-07,Main Current Account
2024-07-11,TFL BUS JOURNEY,-1.76,5306.4,GBP,NIMOB,46110026,93-86-07,Main Current Account
2024-07-12,TFL RAIL TRAVEL,-3.22,5303.18,GBP,NIMOB,46110026,93-86-07,Main Current Account
2024-07-13,ALDI GROCERIES,-20.18,5283.0,GBP,NIMOB,46110026,93-86-07,Main Current Account
2024-07-13,DELIVEROO TAKEAWAY,-22.55,5260.45,GBP,NIMOB,46110026,93-86-07,Main Current Account
2024-07-14,CITY TAXI,-15.25,5245.2,GBP,NIMOB,46110026,93-86-07,Main Current Account
2024-07-15,CITY WATER,-31.51,5213.69,GBP,NIMOB,46110026,93-86-07,Main Current Account
2024-07-15,TFL BUS JOURNEY,-1.76,5211.93,GBP,NIMOB,46110026,93-86-07,Main Current Account
2024-07-15,TFL BUS JOURNEY,-1.76,5210.17,GBP,NIMOB,46110026,93-86-07,Main Current Account
2024-07-16,NEWS MEMBERSHIP,-8.54,5201.63,GBP,NIMOB,46110026,93-86-07,Main Current Account
2024-07-16,SAINSBURY STORE,-108.27,5093.36,GBP,NIMOB,46110026,93-86-07,Main Current Account
2024-07-16,TFL RAIL TRAVEL,-4.62,5088.74,GBP,NIMOB,46110026,93-86-07,Main Current Account
2024-07-17,FREELANCE CREDIT,325.98,5414.72,GBP,NIMOB,46110026,93-86-07,Main Current Account
2024-07-18,CONTRACT PAY,358.36,5773.08,GBP,NIMOB,46110026,93-86-07,Main Current Account
2024-07-19,TESCO SUPERMARKET,-25.99,5747.09,GBP,NIMOB,46110026,93-86-07,Main Current Account
2024-07-19,TFL RAIL TRAVEL,-9.25,5737.84,GBP,NIMOB,46110026,93-86-07,Main Current Account
2024-07-20,BROADBAND SERVICE,-29.06,5708.78,GBP,NIMOB,46110026,93-86-07,Main Current Account
2024-07-22,MOBILE NETWORK,-20.21,5688.57,GBP,NIMOB,46110026,93-86-07,Main Current Account
2024-07-22,TESCO SUPERMARKET,-5.14,5683.43,GBP,NIMOB,46110026,93-86-07,Main Current Account
2024-07-22,TFL BUS JOURNEY,-1.76,5681.67,GBP,NIMOB,46110026,93-86-07,Main Current Account
2024-07-22,TFL BUS JOURNEY,-1.76,5679.91,GBP,NIMOB,46110026,93-86-07,Main Current Account
2024-07-23,TFL RAIL TRAVEL,-9.25,5670.66,GBP,NIMOB,46110026,93-86-07,Main Current Account
2024-07-25,TFL BUS JOURNEY,-1.76,5668.9,GBP,NIMOB,46110026,93-86-07,Main Current Account
2024-07-25,TFL BUS JOURNEY,-1.76,5667.14,GBP,NIMOB,46110026,93-86-07,Main Current Account
2024-07-26,TFL BUS JOURNEY,-1.76,5665.38,GBP,NIMOB,46110026,93-86-07,Main Current Account
2024-07-26,TFL BUS JOURNEY,-1.76,5663.62,GBP,NIMOB,46110026,93-86-07,Main Current Account
2024-07-27,TESCO SUPERMARKET,-23.89,5639.73,GBP,NIMOB,46110026,93-86-07,Main Current Account
2024-07-27,CITY RESTAURANT,-9.81,5629.92,GBP,NIMOB,46110026,93-86-07,Main Current Account
2024-07-27,TRANSFER TO SAVINGS,-365.14,5264.78,GBP,NIMOB,46110026,93-86-07,Main Current Account
2024-07-29,CLIENT INVOICE PAYMENT,317.26,5582.04,GBP,NIMOB,46110026,93-86-07,Main Current Account
2024-07-29,TFL BUS JOURNEY,-1.76,5580.28,GBP,NIMOB,46110026,93-86-07,Main Current Account
2024-07-29,TFL BUS JOURNEY,-1.76,5578.52,GBP,NIMOB,46110026,93-86-07,Main Current Account
2024-08-01,HOME RENT PAYMENT,-720.72,4857.8,GBP,NIMOB,46110026,93-86-07,Main Current Account
2024-08-01,TFL BUS JOURNEY,-1.76,4856.04,GBP,NIMOB,46110026,93-86-07,Main Current Account
2024-08-01,TFL BUS JOURNEY,-1.76,4854.28,GBP,NIMOB,46110026,93-86-07,Main Current Account
2024-08-02,CLIENT INVOICE PAYMENT,238.97,5093.25,GBP,NIMOB,46110026,93-86-07,Main Current Account
2024-08-04,TESCO SUPERMARKET,-12.17,5081.08,GBP,NIMOB,46110026,93-86-07,Main Current Account
2024-08-04,ONLINE SHOP,-49.27,5031.81,GBP,NIMOB,46110026,93-86-07,Main Current Account
2024-08-05,TFL BUS JOURNEY,-1.76,5030.05,GBP,NIMOB,46110026,93-86-07,Main Current Account
2024-08-05,TFL BUS JOURNEY,-1.76,5028.29,GBP,NIMOB,46110026,93-86-07,Main Current Account
2024-08-06,TFL BUS JOURNEY,-1.76,5026.53,GBP,NIMOB,46110026,93-86-07,Main Current Account
2024-08-06,TFL BUS JOURNEY,-1.76,5024.77,GBP,NIMOB,46110026,93-86-07,Main Current Account
2024-08-07,FREELANCE CREDIT,292.36,5317.13,GBP,NIMOB,46110026,93-86-07,Main Current Account
2024-08-07,NIMO ENERGY,-73.66,5243.47,GBP,NIMOB,46110026,93-86-07,Main Current Account
2024-08-08,ALDI GROCERIES,-37.33,5206.14,GBP,NIMOB,46110026,93-86-07,Main Current Account
2024-08-08,TFL BUS JOURNEY,-1.76,5204.38,GBP,NIMOB,46110026,93-86-07,Main Current Account
2024-08-08,TFL BUS JOURNEY,-1.76,5202.62,GBP,NIMOB,46110026,93-86-07,Main Current Account
2024-08-09,GYM MEMBERSHIP,-30.15,5172.47,GBP,NIMOB,46110026,93-86-07,Main Current Account
2024-08-09,SAINSBURY STORE,-29.82,5142.65,GBP,NIMOB,46110026,93-86-07,Main Current Account
2024-08-10,VIDEO STREAMING,-8.03,5134.62,GBP,NIMOB,46110026,93-86-07,Main Current Account
2024-08-10,SAINSBURY STORE,-10.85,5123.77,GBP,NIMOB,46110026,93-86-07,Main Current Account
2024-08-10,NEIGHBOURHOOD PUB,-46.86,5076.91,GBP,NIMOB,46110026,93-86-07,Main Current Account
2024-08-13,TFL BUS JOURNEY,-1.76,5075.15,GBP,NIMOB,46110026,93-86-07,Main Current Account
2024-08-13,TFL BUS JOURNEY,-1.76,5073.39,GBP,NIMOB,46110026,93-86-07,Main Current Account
2024-08-14,TFL RAIL TRAVEL,-9.25,5064.14,GBP,NIMOB,46110026,93-86-07,Main Current Account
2024-08-15,CITY WATER,-31.94,5032.2,GBP,NIMOB,46110026,93-86-07,Main Current Account
2024-08-15,LIDL MARKET,-51.98,4980.22,GBP,NIMOB,46110026,93-86-07,Main Current Account
2024-08-15,TFL RAIL TRAVEL,-9.25,4970.97,GBP,NIMOB,46110026,93-86-07,Main Current Account
2024-08-16,NEWS MEMBERSHIP,-8.55,4962.42,GBP,NIMOB,46110026,93-86-07,Main Current Account
2024-08-17,LOCAL CAFE,-20.01,4942.41,GBP,NIMOB,46110026,93-86-07,Main Current Account
2024-08-18,LIDL MARKET,-32.67,4909.74,GBP,NIMOB,46110026,93-86-07,Main Current Account
2024-08-18,ALDI GROCERIES,-29.87,4879.87,GBP,NIMOB,46110026,93-86-07,Main Current Account
2024-08-19,CONTRACT PAY,321.68,5201.55,GBP,NIMOB,46110026,93-86-07,Main Current Account
2024-08-19,LIDL MARKET,-16.21,5185.34,GBP,NIMOB,46110026,93-86-07,Main Current Account
2024-08-20,CLIENT INVOICE PAYMENT,1053.04,6238.38,GBP,NIMOB,46110026,93-86-07,Main Current Account
2024-08-20,BROADBAND SERVICE,-24.7,6213.68,GBP,NIMOB,46110026,93-86-07,Main Current Account
2024-08-20,TFL BUS JOURNEY,-1.76,6211.92,GBP,NIMOB,46110026,93-86-07,Main Current Account
2024-08-20,TFL BUS JOURNEY,-1.76,6210.16,GBP,NIMOB,46110026,93-86-07,Main Current Account
2024-08-21,TFL BUS JOURNEY,-1.76,6208.4,GBP,NIMOB,46110026,93-86-07,Main Current Account
2024-08-21,TFL BUS JOURNEY,-1.76,6206.64,GBP,NIMOB,46110026,93-86-07,Main Current Account
2024-08-22,MOBILE NETWORK,-21.67,6184.97,GBP,NIMOB,46110026,93-86-07,Main Current Account
2024-08-22,TFL RAIL TRAVEL,-4.63,6180.34,GBP,NIMOB,46110026,93-86-07,Main Current Account
2024-08-25,TESCO SUPERMARKET,-25.53,6154.81,GBP,NIMOB,46110026,93-86-07,Main Current Account
2024-08-25,LIDL MARKET,-58.36,6096.45,GBP,NIMOB,46110026,93-86-07,Main Current Account
2024-08-25,NEIGHBOURHOOD PUB,-15.57,6080.88,GBP,NIMOB,46110026,93-86-07,Main Current Account
2024-08-26,FREELANCE CREDIT,282.2,6363.08,GBP,NIMOB,46110026,93-86-07,Main Current Account
2024-08-26,FREELANCE CREDIT,679.99,7043.07,GBP,NIMOB,46110026,93-86-07,Main Current Account
2024-08-26,TFL RAIL TRAVEL,-6.44,7036.63,GBP,NIMOB,46110026,93-86-07,Main Current Account
2024-08-27,TFL RAIL TRAVEL,-4.63,7032.0,GBP,NIMOB,46110026,93-86-07,Main Current Account
2024-08-27,TRANSFER TO SAVINGS,-617.93,6414.07,GBP,NIMOB,46110026,93-86-07,Main Current Account
2024-08-28,LIDL MARKET,-9.65,6404.42,GBP,NIMOB,46110026,93-86-07,Main Current Account
2024-08-29,CLIENT INVOICE PAYMENT,484.81,6889.23,GBP,NIMOB,46110026,93-86-07,Main Current Account
2024-08-30,TFL RAIL TRAVEL,-3.22,6886.01,GBP,NIMOB,46110026,93-86-07,Main Current Account
2024-08-31,DELIVEROO TAKEAWAY,-21.35,6864.66,GBP,NIMOB,46110026,93-86-07,Main Current Account
2024-09-01,HOME RENT PAYMENT,-721.7,6142.96,GBP,NIMOB,46110026,93-86-07,Main Current Account
2024-09-03,CLIENT INVOICE PAYMENT,167.23,6310.19,GBP,NIMOB,46110026,93-86-07,Main Current Account
2024-09-03,TFL BUS JOURNEY,-1.76,6308.43,GBP,NIMOB,46110026,93-86-07,Main Current Account
2024-09-03,TFL BUS JOURNEY,-1.76,6306.67,GBP,NIMOB,46110026,93-86-07,Main Current Account
2024-09-04,LIDL MARKET,-124.95,6181.72,GBP,NIMOB,46110026,93-86-07,Main Current Account
2024-09-04,CITY RESTAURANT,-56.29,6125.43,GBP,NIMOB,46110026,93-86-07,Main Current Account
2024-09-04,TFL RAIL TRAVEL,-6.44,6118.99,GBP,NIMOB,46110026,93-86-07,Main Current Account
2024-09-05,CLIENT INVOICE PAYMENT,334.06,6453.05,GBP,NIMOB,46110026,93-86-07,Main Current Account
2024-09-05,TFL RAIL TRAVEL,-3.22,6449.83,GBP,NIMOB,46110026,93-86-07,Main Current Account
2024-09-06,TFL BUS JOURNEY,-1.76,6448.07,GBP,NIMOB,46110026,93-86-07,Main Current Account
2024-09-06,TFL BUS JOURNEY,-1.76,6446.31,GBP,NIMOB,46110026,93-86-07,Main Current Account
2024-09-07,NIMO ENERGY,-88.88,6357.43,GBP,NIMOB,46110026,93-86-07,Main Current Account
2024-09-07,TESCO SUPERMARKET,-54.12,6303.31,GBP,NIMOB,46110026,93-86-07,Main Current Account
2024-09-07,TESCO SUPERMARKET,-18.07,6285.24,GBP,NIMOB,46110026,93-86-07,Main Current Account
2024-09-07,CITY TAXI,-13.58,6271.66,GBP,NIMOB,46110026,93-86-07,Main Current Account
2024-09-09,GYM MEMBERSHIP,-30.17,6241.49,GBP,NIMOB,46110026,93-86-07,Main Current Account
2024-09-09,TFL RAIL TRAVEL,-6.44,6235.05,GBP,NIMOB,46110026,93-86-07,Main Current Account
2024-09-10,VIDEO STREAMING,-8.04,6227.01,GBP,NIMOB,46110026,93-86-07,Main Current Account
2024-09-10,TFL BUS JOURNEY,-1.76,6225.25,GBP,NIMOB,46110026,93-86-07,Main Current Account
2024-09-10,TFL BUS JOURNEY,-1.76,6223.49,GBP,NIMOB,46110026,93-86-07,Main Current Account
2024-09-11,TFL BUS JOURNEY,-1.76,6221.73,GBP,NIMOB,46110026,93-86-07,Main Current Account
2024-09-11,TFL BUS JOURNEY,-1.76,6219.97,GBP,NIMOB,46110026,93-86-07,Main Current Account
2024-09-12,ALDI GROCERIES,-47.05,6172.92,GBP,NIMOB,46110026,93-86-07,Main Current Account
2024-09-12,TFL BUS JOURNEY,-1.76,6171.16,GBP,NIMOB,46110026,93-86-07,Main Current Account
2024-09-12,TFL BUS JOURNEY,-1.76,6169.4,GBP,NIMOB,46110026,93-86-07,Main Current Account
2024-09-13,TESCO SUPERMARKET,-11.28,6158.12,GBP,NIMOB,46110026,93-86-07,Main Current Account
2024-09-13,TFL RAIL TRAVEL,-6.44,6151.68,GBP,NIMOB,46110026,93-86-07,Main Current Account
2024-09-14,TESCO SUPERMARKET,-27.08,6124.6,GBP,NIMOB,46110026,93-86-07,Main Current Account
2024-09-15,CITY WATER,-30.72,6093.88,GBP,NIMOB,46110026,93-86-07,Main Current Account
2024-09-16,NEWS MEMBERSHIP,-8.55,6085.33,GBP,NIMOB,46110026,93-86-07,Main Current Account
2024-09-16,TFL BUS JOURNEY,-1.76,6083.57,GBP,NIMOB,46110026,93-86-07,Main Current Account
2024-09-16,TFL BUS JOURNEY,-1.76,6081.81,GBP,NIMOB,46110026,93-86-07,Main Current Account
2024-09-17,TFL BUS JOURNEY,-1.76,6080.05,GBP,NIMOB,46110026,93-86-07,Main Current Account
2024-09-17,TFL BUS JOURNEY,-1.76,6078.29,GBP,NIMOB,46110026,93-86-07,Main Current Account
2024-09-18,TFL BUS JOURNEY,-1.76,6076.53,GBP,NIMOB,46110026,93-86-07,Main Current Account
2024-09-18,TFL BUS JOURNEY,-1.76,6074.77,GBP,NIMOB,46110026,93-86-07,Main Current Account
2024-09-19,TFL RAIL TRAVEL,-9.26,6065.51,GBP,NIMOB,46110026,93-86-07,Main Current Account
2024-09-20,BROADBAND SERVICE,-26.03,6039.48,GBP,NIMOB,46110026,93-86-07,Main Current Account
2024-09-21,SAINSBURY STORE,-14.85,6024.63,GBP,NIMOB,46110026,93-86-07,Main Current Account
2024-09-22,MOBILE NETWORK,-22.36,6002.27,GBP,NIMOB,46110026,93-86-07,Main Current Account
2024-09-22,LIDL MARKET,-16.71,5985.56,GBP,NIMOB,46110026,93-86-07,Main Current Account
2024-09-22,ALDI GROCERIES,-19.35,5966.21,GBP,NIMOB,46110026,93-86-07,Main Current Account
2024-09-23,CONTRACT PAY,316.21,6282.42,GBP,NIMOB,46110026,93-86-07,Main Current Account
2024-09-24,TFL RAIL TRAVEL,-9.26,6273.16,GBP,NIMOB,46110026,93-86-07,Main Current Account
2024-09-27,CONTRACT PAY,1039.07,7312.23,GBP,NIMOB,46110026,93-86-07,Main Current Account
2024-09-27,TFL BUS JOURNEY,-1.76,7310.47,GBP,NIMOB,46110026,93-86-07,Main Current Account
2024-09-27,TFL BUS JOURNEY,-1.76,7308.71,GBP,NIMOB,46110026,93-86-07,Main Current Account
2024-09-28,LIDL MARKET,-43.36,7265.35,GBP,NIMOB,46110026,93-86-07,Main Current Account
2024-09-29,CITY TAXI,-5.03,7260.32,GBP,NIMOB,46110026,93-86-07,Main Current Account
2024-09-30,ALDI GROCERIES,-59.15,7201.17,GBP,NIMOB,46110026,93-86-07,Main Current Account
2024-09-30,TFL RAIL TRAVEL,-4.63,7196.54,GBP,NIMOB,46110026,93-86-07,Main Current Account
2024-10-01,CONTRACT PAY,914.75,8111.29,GBP,NIMOB,46110026,93-86-07,Main Current Account
2024-10-01,HOME RENT PAYMENT,-722.66,7388.63,GBP,NIMOB,46110026,93-86-07,Main Current Account
2024-10-01,TFL BUS JOURNEY,-1.76,7386.87,GBP,NIMOB,46110026,93-86-07,Main Current Account
2024-10-01,TFL BUS JOURNEY,-1.76,7385.11,GBP,NIMOB,46110026,93-86-07,Main Current Account
2024-10-02,CLIENT INVOICE PAYMENT,1335.46,8720.57,GBP,NIMOB,46110026,93-86-07,Main Current Account
2024-10-02,TFL RAIL TRAVEL,-6.45,8714.12,GBP,NIMOB,46110026,93-86-07,Main Current Account
2024-10-05,TESCO SUPERMARKET,-42.51,8671.61,GBP,NIMOB,46110026,93-86-07,Main Current Account
2024-10-05,ALDI GROCERIES,-37.7,8633.91,GBP,NIMOB,46110026,93-86-07,Main Current Account
2024-10-05,DELIVEROO TAKEAWAY,-63.6,8570.31,GBP,NIMOB,46110026,93-86-07,Main Current Account
2024-10-07,CLIENT INVOICE PAYMENT,74.82,8645.13,GBP,NIMOB,46110026,93-86-07,Main Current Account
2024-10-07,FREELANCE CREDIT,1604.18,10249.31,GBP,NIMOB,46110026,93-86-07,Main Current Account
2024-10-07,NIMO ENERGY,-78.42,10170.89,GBP,NIMOB,46110026,93-86-07,Main Current Account
2024-10-07,TFL BUS JOURNEY,-1.76,10169.13,GBP,NIMOB,46110026,93-86-07,Main Current Account
2024-10-07,TFL BUS JOURNEY,-1.76,10167.37,GBP,NIMOB,46110026,93-86-07,Main Current Account
2024-10-08,TFL RAIL TRAVEL,-4.63,10162.74,GBP,NIMOB,46110026,93-86-07,Main Current Account
2024-10-09,GYM MEMBERSHIP,-30.19,10132.55,GBP,NIMOB,46110026,93-86-07,Main Current Account
2024-10-09,TFL BUS JOURNEY,-1.76,10130.79,GBP,NIMOB,46110026,93-86-07,Main Current Account
2024-10-09,TFL BUS JOURNEY,-1.76,10129.03,GBP,NIMOB,46110026,93-86-07,Main Current Account
2024-10-10,CLIENT INVOICE PAYMENT,163.65,10292.68,GBP,NIMOB,46110026,93-86-07,Main Current Account
2024-10-10,VIDEO STREAMING,-8.04,10284.64,GBP,NIMOB,46110026,93-86-07,Main Current Account
2024-10-12,ELECTRONICS STORE,-44.4,10240.24,GBP,NIMOB,46110026,93-86-07,Main Current Account
2024-10-13,LIDL MARKET,-63.73,10176.51,GBP,NIMOB,46110026,93-86-07,Main Current Account
2024-10-13,SAINSBURY STORE,-17.68,10158.83,GBP,NIMOB,46110026,93-86-07,Main Current Account
2024-10-15,CITY WATER,-29.23,10129.6,GBP,NIMOB,46110026,93-86-07,Main Current Account
2024-10-15,TFL BUS JOURNEY,-1.76,10127.84,GBP,NIMOB,46110026,93-86-07,Main Current Account
2024-10-15,TFL BUS JOURNEY,-1.76,10126.08,GBP,NIMOB,46110026,93-86-07,Main Current Account
2024-10-16,NEWS MEMBERSHIP,-8.56,10117.52,GBP,NIMOB,46110026,93-86-07,Main Current Account
2024-10-16,TFL RAIL TRAVEL,-3.22,10114.3,GBP,NIMOB,46110026,93-86-07,Main Current Account
2024-10-17,TFL BUS JOURNEY,-1.76,10112.54,GBP,NIMOB,46110026,93-86-07,Main Current Account
2024-10-17,TFL BUS JOURNEY,-1.76,10110.78,GBP,NIMOB,46110026,93-86-07,Main Current Account
2024-10-18,TESCO SUPERMARKET,-21.55,10089.23,GBP,NIMOB,46110026,93-86-07,Main Current Account
2024-10-19,CITY RESTAURANT,-28.87,10060.36,GBP,NIMOB,46110026,93-86-07,Main Current Account
2024-10-20,BROADBAND SERVICE,-26.45,10033.91,GBP,NIMOB,46110026,93-86-07,Main Current Account
2024-10-20,ALDI GROCERIES,-167.79,9866.12,GBP,NIMOB,46110026,93-86-07,Main Current Account
2024-10-22,MOBILE NETWORK,-19.25,9846.87,GBP,NIMOB,46110026,93-86-07,Main Current Account
2024-10-22,TFL BUS JOURNEY,-1.76,9845.11,GBP,NIMOB,46110026,93-86-07,Main Current Account
2024-10-22,TFL BUS JOURNEY,-1.76,9843.35,GBP,NIMOB,46110026,93-86-07,Main Current Account
2024-10-24,CONTRACT PAY,927.16,10770.51,GBP,NIMOB,46110026,93-86-07,Main Current Account
2024-10-25,LIDL MARKET,-48.31,10722.2,GBP,NIMOB,46110026,93-86-07,Main Current Account
2024-10-27,TRANSFER TO SAVINGS,-416.09,10306.11,GBP,NIMOB,46110026,93-86-07,Main Current Account
2024-10-28,CLIENT INVOICE PAYMENT,292.71,10598.82,GBP,NIMOB,46110026,93-86-07,Main Current Account
2024-10-28,TFL RAIL TRAVEL,-9.27,10589.55,GBP,NIMOB,46110026,93-86-07,Main Current Account
2024-10-30,CLIENT INVOICE PAYMENT,220.24,10809.79,GBP,NIMOB,46110026,93-86-07,Main Current Account
2024-10-30,TFL BUS JOURNEY,-1.76,10808.03,GBP,NIMOB,46110026,93-86-07,Main Current Account
2024-10-30,TFL BUS JOURNEY,-1.76,10806.27,GBP,NIMOB,46110026,93-86-07,Main Current Account
2024-10-31,TESCO SUPERMARKET,-56.21,10750.06,GBP,NIMOB,46110026,93-86-07,Main Current Account
2024-10-31,TFL BUS JOURNEY,-1.76,10748.3,GBP,NIMOB,46110026,93-86-07,Main Current Account
2024-10-31,TFL BUS JOURNEY,-1.76,10746.54,GBP,NIMOB,46110026,93-86-07,Main Current Account
2024-11-01,HOME RENT PAYMENT,-723.64,10022.9,GBP,NIMOB,46110026,93-86-07,Main Current Account
2024-11-01,TFL RAIL TRAVEL,-4.64,10018.26,GBP,NIMOB,46110026,93-86-07,Main Current Account
2024-11-03,LOCAL CAFE,-19.37,9998.89,GBP,NIMOB,46110026,93-86-07,Main Current Account
2024-11-04,TFL BUS JOURNEY,-1.76,9997.13,GBP,NIMOB,46110026,93-86-07,Main Current Account
2024-11-04,TFL BUS JOURNEY,-1.76,9995.37,GBP,NIMOB,46110026,93-86-07,Main Current Account
2024-11-05,TFL BUS JOURNEY,-1.76,9993.61,GBP,NIMOB,46110026,93-86-07,Main Current Account
2024-11-05,TFL BUS JOURNEY,-1.76,9991.85,GBP,NIMOB,46110026,93-86-07,Main Current Account
2024-11-06,FREELANCE CREDIT,1004.21,10996.06,GBP,NIMOB,46110026,93-86-07,Main Current Account
2024-11-06,TESCO SUPERMARKET,-12.59,10983.47,GBP,NIMOB,46110026,93-86-07,Main Current Account
2024-11-07,NIMO ENERGY,-70.23,10913.24,GBP,NIMOB,46110026,93-86-07,Main Current Account
2024-11-08,TFL BUS JOURNEY,-1.76,10911.48,GBP,NIMOB,46110026,93-86-07,Main Current Account
